DateAndTime,Time,EP_Cool_Temp_Value,EP_Flow_Meter_Value,EP_Lube_Oil_Press_Value,AUX1_Flow_Meter_Value,AUX2_Flow_Meter_Value,Data_Capture_bit_Value,EP_RPM_Value,STBD_Cool_Temp_Value,STBD_Flow_Meter_Value,STBD_Lube_Oil_Press_Value,STBD_RPM_Value,Scaled_value_from_S7_not_ok_Value
2/8/2026,36:54.8,8.39144,8.39144,8.39144,8.39144,8.39144,TRUE,8.39144,8.39144,8.39144,8.39144,16.52969,1090929247
2/8/2026,46:55.8,76.35487,76.35487,76.35487,76.35487,76.35487,TRUE,76.35487,76.35487,76.35487,76.35487,86.98885,1117303960
2/8/2026,56:56.8,26.693459999999998,26.693459999999998,26.693459999999998,26.693459999999998,26.693459999999998,TRUE,26.693459999999998,26.693459999999998,26.693459999999998,26.693459999999998,34.86788,1104513707
2/8/2026,06:57.8,96.71858,96.71858,96.71858,96.71858,96.71858,TRUE,96.71858,96.71858,96.71858,96.71858,107.28022,1119968256
2/8/2026,16:58.8,51.7231,51.7231,51.7231,51.7231,51.7231,TRUE,51.7231,51.7231,51.7231,51.7231,59.82518,1112466167
2/8/2026,26:59.9,3.47232,3.47232,3.47232,3.47232,3.47232,TRUE,3.47232,3.47232,3.47232,3.47232,14.03396,1079765068
2/8/2026,37:00.9,74.76339,74.76339,74.76339,74.76339,74.76339,TRUE,74.76339,74.76339,74.76339,74.76339,82.97398,1117095367
2/8/2026,47:01.9,24.16156,24.16156,24.16156,24.16156,24.16156,TRUE,24.16156,24.16156,24.16156,24.16156,34.79554,1103186299
2/8/2026,57:02.9,93.57179,93.57179,93.57179,93.57179,93.57179,TRUE,93.57179,93.57179,93.57179,93.57179,101.74621,1119560552
2/8/2026,07:04.0,45.39335,45.39335,45.39335,45.39335,45.39335,TRUE,45.39335,45.39335,45.39335,45.39335,55.99116,1110806907
2/8/2026,17:05.0,0.28936,0.28936,0.28936,0.28936,0.28936,TRUE,0.28936,0.28936,0.28936,0.28936,8.49995,1049896429
2/8/2026,27:06.0,70.78469,70.78469,70.78469,70.78469,70.78469,TRUE,70.78469,70.78469,70.78469,70.78469,81.3825,1116573886
2/8/2026,37:07.0,23.79986,23.79986,23.79986,23.79986,23.79986,TRUE,23.79986,23.79986,23.79986,23.79986,31.97428,1102996670
2/8/2026,47:08.0,91.36542,91.36542,91.36542,91.36542,91.36542,TRUE,91.36542,91.36542,91.36542,91.36542,101.96323,1119271367
2/8/2026,57:09.0,42.21039,42.21039,42.21039,42.21039,42.21039,TRUE,42.21039,42.21039,42.21039,42.21039,50.38481,1109972537
2/8/2026,07:10.1,112.95891,112.95891,112.95891,112.95891,112.95891,TRUE,112.95891,112.95891,112.95891,112.95891,5.0638,1122101589
2/8/2026,17:11.1,68.43364,68.43364,68.43364,68.43364,68.43364,TRUE,68.43364,68.43364,68.43364,68.43364,76.60806,1116265737
2/8/2026,27:12.1,20.2552,20.2552,20.2552,20.2552,20.2552,TRUE,20.2552,20.2552,20.2552,20.2552,30.88918,1101138299
2/8/2026,37:13.1,91.98031,91.98031,91.98031,91.98031,91.98031,TRUE,91.98031,91.98031,91.98031,91.98031,100.11856,1119351960
2/8/2026,47:14.1,41.92103,41.92103,41.92103,41.92103,41.92103,TRUE,41.92103,41.92103,41.92103,41.92103,52.51884,1109887203
2/8/2026,57:15.2,111.18658,111.18658,111.18658,111.18658,111.18658,TRUE,111.18658,111.18658,111.18658,111.18658,0.86808,1121869294
2/8/2026,07:16.2,63.2975,63.2975,63.2975,63.2975,63.2975,TRUE,63.2975,63.2975,63.2975,63.2975,73.89531,1115490759
2/8/2026,17:17.2,18.66372,18.66372,18.66372,18.66372,18.66372,TRUE,18.66372,18.66372,18.66372,18.66372,26.80197,1100303929
2/8/2026,27:18.2,89.3399,89.3399,89.3399,89.3399,89.3399,TRUE,89.3399,89.3399,89.3399,89.3399,99.90154,1119005886
2/8/2026,37:19.2,42.93379,42.93379,42.93379,42.93379,42.93379,TRUE,42.93379,42.93379,42.93379,42.93379,51.14438,1110162167
2/8/2026,47:20.3,110.60786,110.60786,110.60786,110.60786,110.60786,TRUE,110.60786,110.60786,110.60786,110.60786,2.67658,1121793442
2/8/2026,57:21.3,61.45283,61.45283,61.45283,61.45283,61.45283,TRUE,61.45283,61.45283,61.45283,61.45283,69.62725,1115016686

09-02-2026,07:22.3,13.85311,13.85311,13.85311,13.85311,13.85311,TRUE,13.85311,13.85311,13.85311,13.85311,24.41475,1096618135
09-02-2026,17:23.3,87.92927,87.92927,87.92927,87.92927,87.92927,TRUE,87.92927,87.92927,87.92927,87.92927,96.10369,1118820997
09-02-2026,27:24.3,38.3402,38.3402,38.3402,38.3402,38.3402,TRUE,38.3402,38.3402,38.3402,38.3402,48.86567,1108958018
09-02-2026,37:25.4,107.82277,107.82277,107.82277,107.82277,107.82277,TRUE,107.82277,107.82277,107.82277,107.82277,116.03336,1121428404
09-02-2026,47:26.4,55.3401,55.3401,55.3401,55.3401,55.3401,TRUE,55.3401,55.3401,55.3401,55.3401,65.90174,1113414315
09-02-2026,57:27.4,3.83402,3.83402,3.83402,3.83402,3.83402,TRUE,3.83402,3.83402,3.83402,3.83402,12.00844,1081433808
09-02-2026,07:28.4,73.49744,73.49744,73.49744,73.49744,73.49744,TRUE,73.49744,73.49744,73.49744,73.49744,84.02291,1116929441
09-02-2026,17:29.4,27.34452,27.34452,27.34452,27.34452,27.34452,TRUE,27.34452,27.34452,27.34452,27.34452,35.55511,1104855040
09-02-2026,27:30.5,96.46539,96.46539,96.46539,96.46539,96.46539,TRUE,96.46539,96.46539,96.46539,96.46539,107.02703,1119939811
09-02-2026,37:31.5,47.78057,47.78057,47.78057,47.78057,47.78057,TRUE,47.78057,47.78057,47.78057,47.78057,55.95499,1111432685
09-02-2026,47:32.5,113.60997,113.60997,113.60997,113.60997,113.60997,TRUE,113.60997,113.60997,113.60997,113.60997,5.60635,1122182183
09-02-2026,57:33.5,62.86346,62.86346,62.86346,62.86346,62.86346,TRUE,62.86346,62.86346,62.86346,62.86346,71.03788,1115386462
09-02-2026,07:34.5,19.02542,19.02542,19.02542,19.02542,19.02542,TRUE,19.02542,19.02542,19.02542,19.02542,29.58706,1100474595
09-02-2026,17:35.6,97.26113,97.26113,97.26113,97.26113,97.26113,TRUE,97.26113,97.26113,97.26113,97.26113,105.47172,1120044108
09-02-2026,27:36.6,53.24224,53.24224,53.24224,53.24224,53.24224,TRUE,53.24224,53.24224,53.24224,53.24224,63.80388,1112864389
09-02-2026,37:37.6,10.92334,10.92334,10.92334,10.92334,10.92334,TRUE,10.92334,10.92334,10.92334,10.92334,19.13393,1093584062
09-02-2026,47:38.6,83.40802,83.40802,83.40802,83.40802,83.40802,TRUE,83.40802,83.40802,83.40802,83.40802,94.00583,1118228404
09-02-2026,57:39.6,37.76148,37.76148,37.76148,37.76148,37.76148,TRUE,37.76148,37.76148,37.76148,37.76148,46.00824,1108806314
09-02-2026,07:40.7,112.92274,112.92274,112.92274,112.92274,112.92274,TRUE,112.92274,112.92274,112.92274,112.92274,4.88295,1122092108
09-02-2026,17:41.7,72.23149,72.23149,72.23149,72.23149,72.23149,TRUE,72.23149,72.23149,72.23149,72.23149,80.47825,1116763515
09-02-2026,27:42.7,27.77856,27.77856,27.77856,27.77856,27.77856,TRUE,27.77856,27.77856,27.77856,27.77856,38.23169,1105082596
09-02-2026,37:43.7,102.83131,102.83131,102.83131,102.83131,102.83131,TRUE,102.83131,102.83131,102.83131,102.83131,111.11424,1120774183
09-02-2026,47:44.7,55.91882,55.91882,55.91882,55.91882,55.91882,TRUE,55.91882,55.91882,55.91882,55.91882,66.40812,1113566018
09-02-2026,57:45.8,10.34462,10.34462,10.34462,10.34462,10.34462,TRUE,10.34462,10.34462,10.34462,10.34462,18.66372,1092977247
09-02-2026,07:46.8,84.89099,84.89099,84.89099,84.89099,84.89099,TRUE,84.89099,84.89099,84.89099,84.89099,95.38029,1118422775
09-02-2026,17:47.8,43.11464,43.11464,43.11464,43.11464,43.11464,TRUE,43.11464,43.11464,43.11464,43.11464,51.46991,1110209574
09-02-2026,27:48.8,116.50357,116.50357,116.50357,116.50357,116.50357,TRUE,116.50357,116.50357,116.50357,116.50357,8.39144,1122566183
09-02-2026,37:49.8,72.01447,72.01447,72.01447,72.01447,72.01447,TRUE,72.01447,72.01447,72.01447,72.01447,80.36974,1116735071
09-02-2026,47:50.9,23.61901,23.61901,23.61901,23.61901,23.61901,TRUE,23.61901,23.61901,23.61901,23.61901,34.03597,1102901855
09-02-2026,57:51.9,95.09093,95.09093,95.09093,95.09093,95.09093,TRUE,95.09093,95.09093,95.09093,95.09093,103.4462,1119759663
09-02-2026,07:52.9,49.80609,49.80609,49.80609,49.80609,49.80609,TRUE,49.80609,49.80609,49.80609,49.80609,60.22305,1111963648
09-02-2026,17:53.9,7.99357,7.99357,7.99357,7.99357,7.99357,TRUE,7.99357,7.99357,7.99357,7.99357,16.38501,1090505083
09-02-2026,27:54.9,81.81654,81.81654,81.81654,81.81654,81.81654,TRUE,81.81654,81.81654,81.81654,81.81654,92.19733,1118019811
09-02-2026,37:56.0,38.01467,38.01467,38.01467,38.01467,38.01467,TRUE,38.01467,38.01467,38.01467,38.01467,46.44228,1108872685
09-02-2026,47:57.0,109.16106,109.16106,109.16106,109.16106,109.16106,TRUE,109.16106,109.16106,109.16106,109.16106,1.04893,1121603812
09-02-2026,57:58.0,61.77836,61.77836,61.77836,61.77836,61.77836,TRUE,61.77836,61.77836,61.77836,61.77836,70.24214,1115102018
09-02-2026,07:59.0,18.62755,18.62755,18.62755,18.62755,18.62755,TRUE,18.62755,18.62755,18.62755,18.62755,29.00834,1100284966
09-02-2026,18:00.0,95.88667,95.88667,95.88667,95.88667,95.88667,TRUE,95.88667,95.88667,95.88667,95.88667,104.35045,1119863960
09-02-2026,28:01.1,51.46991,51.46991,51.46991,51.46991,51.46991,TRUE,51.46991,51.46991,51.46991,51.46991,61.81453,1112399796
09-02-2026,38:02.1,7.77655,7.77655,7.77655,7.77655,7.77655,TRUE,7.77655,7.77655,7.77655,7.77655,16.24033,1090049972
09-02-2026,48:03.1,79.50166,79.50166,79.50166,79.50166,79.50166,TRUE,79.50166,79.50166,79.50166,79.50166,89.81011,1117716404
09-02-2026,58:04.1,32.98704,32.98704,32.98704,32.98704,32.98704,TRUE,32.98704,32.98704,32.98704,32.98704,41.48699,1107554759
09-02-2026,08:05.1,108.03979,108.03979,108.03979,108.03979,108.03979,TRUE,108.03979,108.03979,108.03979,108.03979,118.2759,1121456848
09-02-2026,18:06.2,66.37195,66.37195,66.37195,66.37195,66.37195,TRUE,66.37195,66.37195,66.37195,66.37195,74.90807,1115995515
09-02-2026,28:07.2,20.9786,20.9786,20.9786,20.9786,20.9786,TRUE,20.9786,20.9786,20.9786,20.9786,31.21471,1101517559
09-02-2026,38:08.2,94.33136,94.33136,94.33136,94.33136,94.33136,TRUE,94.33136,94.33136,94.33136,94.33136,102.75897,1119660108
09-02-2026,48:09.2,46.91249,46.91249,46.91249,46.91249,46.91249,TRUE,46.91249,46.91249,46.91249,46.91249,57.1486,1111205129
09-02-2026,58:10.2,118.38441,118.38441,118.38441,118.38441,118.38441,TRUE,118.38441,118.38441,118.38441,118.38441,8.39144,1122812700
09-02-2026,08:11.3,74.43786,74.43786,74.43786,74.43786,74.43786,TRUE,74.43786,74.43786,74.43786,74.43786,84.71014,1117052701
09-02-2026,18:12.3,31.07003,31.07003,31.07003,31.07003,31.07003,TRUE,31.07003,31.07003,31.07003,31.07003,39.64232,1106808226
09-02-2026,28:13.3,102.93982,102.93982,102.93982,102.93982,102.93982,TRUE,102.93982,102.93982,102.93982,102.93982,113.13976,1120788404
09-02-2026,38:14.3,57.40179,57.40179,57.40179,57.40179,57.40179,TRUE,57.40179,57.40179,57.40179,57.40179,65.93791,1113954759
09-02-2026,48:15.3,9.87441,9.87441,9.87441,9.87441,9.87441,TRUE,9.87441,9.87441,9.87441,9.87441,20.07435,1092484210
09-02-2026,58:16.4,81.0208,81.0208,81.0208,81.0208,81.0208,TRUE,81.0208,81.0208,81.0208,81.0208,89.59309,1117915515
09-02-2026,08:17.4,35.26575,35.26575,35.26575,35.26575,35.26575,TRUE,35.26575,35.26575,35.26575,35.26575,45.46569,1108152093
09-02-2026,18:18.4,100.22707,100.22707,100.22707,100.22707,100.22707,TRUE,100.22707,100.22707,100.22707,100.22707,108.76319,1120432848
09-02-2026,28:19.4,43.58485,43.58485,43.58485,43.58485,43.58485,TRUE,43.58485,43.58485,43.58485,43.58485,53.74862,1110332833
09-02-2026,38:20.4,106.37597,106.37597,106.37597,106.37597,106.37597,TRUE,106.37597,106.37597,106.37597,106.37597,114.94826,1121238775
09-02-2026,48:21.4,48.21461,48.21461,48.21461,48.21461,48.21461,TRUE,48.21461,48.21461,48.21461,48.21461,58.41455,1111546463
09-02-2026,58:22.5,108.65468,108.65468,108.65468,108.65468,108.65468,TRUE,108.65468,108.65468,108.65468,108.65468,117.1908,1121537442
09-02-2026,08:23.5,53.5316,53.5316,53.5316,53.5316,53.5316,TRUE,53.5316,53.5316,53.5316,53.5316,63.76771,1112940240
09-02-2026,18:24.5,0.50638,0.50638,0.50638,0.50638,0.50638,TRUE,0.50638,0.50638,0.50638,0.50638,9.0425,1057071407
09-02-2026,28:25.5,62.10389,62.10389,62.10389,62.10389,62.10389,TRUE,62.10389,62.10389,62.10389,62.10389,72.26766,1115187351
09-02-2026,38:26.5,6.43826,6.43826,6.43826,6.43826,6.43826,TRUE,6.43826,6.43826,6.43826,6.43826,15.01055,1087243454
09-02-2026,48:27.6,66.73365,66.73365,66.73365,66.73365,66.73365,TRUE,66.73365,66.73365,66.73365,66.73365,76.86125,1116042922
09-02-2026,58:28.6,8.39144,8.39144,8.39144,8.39144,8.39144,TRUE,8.39144,8.39144,8.39144,8.39144,16.9999,1090929247
09-02-2026,08:29.6,72.55702,72.55702,72.55702,72.55702,72.55702,TRUE,72.55702,72.55702,72.55702,72.55702,82.75696,1116806182
09-02-2026,18:30.6,20.76158,20.76158,20.76158,20.76158,20.76158,TRUE,20.76158,20.76158,20.76158,20.76158,29.33387,1101403781
09-02-2026,28:31.6,84.81865,84.81865,84.81865,84.81865,84.81865,TRUE,84.81865,84.81865,84.81865,84.81865,94.94625,1118413293
09-02-2026,38:32.7,30.12961,30.12961,30.12961,30.12961,30.12961,TRUE,30.12961,30.12961,30.12961,30.12961,38.73807,1106315188
09-02-2026,48:33.7,90.56968,90.56968,90.56968,90.56968,90.56968,TRUE,90.56968,90.56968,90.56968,90.56968,100.73345,1119167071
09-02-2026,58:34.7,33.56576,33.56576,33.56576,33.56576,33.56576,TRUE,33.56576,33.56576,33.56576,33.56576,42.13805,1107706463
09-02-2026,08:35.7,97.00794,97.00794,97.00794,97.00794,97.00794,TRUE,97.00794,97.00794,97.00794,97.00794,107.17171,1120010922
09-02-2026,18:36.7,44.34442,44.34442,44.34442,44.34442,44.34442,TRUE,44.34442,44.34442,44.34442,44.34442,52.91671,1110531944
09-02-2026,28:37.8,107.35256,107.35256,107.35256,107.35256,107.35256,TRUE,107.35256,107.35256,107.35256,107.35256,117.51633,1121366775
09-02-2026,38:38.8,52.51884,52.51884,52.51884,52.51884,52.51884,TRUE,52.51884,52.51884,52.51884,52.51884,61.1273,1112674759
09-02-2026,48:39.8,113.46529,113.46529,113.46529,113.46529,113.46529,TRUE,113.46529,113.46529,113.46529,113.46529,5.09997,1122167959
09-02-2026,58:40.8,56.89541,56.89541,56.89541,56.89541,56.89541,TRUE,56.89541,56.89541,56.89541,56.89541,65.50387,1113822018
09-02-2026,08:41.8,2.71275,2.71275,2.71275,2.71275,2.71275,TRUE,2.71275,2.71275,2.71275,2.71275,12.80418,1076730994
09-02-2026,18:42.9,68.43364,68.43364,68.43364,68.43364,68.43364,TRUE,68.43364,68.43364,68.43364,68.43364,77.0421,1116265737
09-02-2026,28:43.9,12.11695,12.11695,12.11695,12.11695,12.11695,TRUE,12.11695,12.11695,12.11695,12.11695,22.20838,1094835617
09-02-2026,38:44.9,75.26977,75.26977,75.26977,75.26977,75.26977,TRUE,75.26977,75.26977,75.26977,75.26977,83.95057,1117161737
09-02-2026,48:45.9,17.25309,17.25309,17.25309,17.25309,17.25309,TRUE,17.25309,17.25309,17.25309,17.25309,27.30835,1099564374
09-02-2026,58:46.9,78.52507,78.52507,78.52507,78.52507,78.52507,TRUE,78.52507,78.52507,78.52507,78.52507,87.20587,1117588404
09-02-2026,08:48.0,24.9573,24.9573,24.9573,24.9573,24.9573,TRUE,24.9573,24.9573,24.9573,24.9573,35.01256,1103603485
09-02-2026,18:49.0,90.93138,90.93138,90.93138,90.93138,90.93138,TRUE,90.93138,90.93138,90.93138,90.93138,99.57601,1119214478
09-02-2026,28:50.0,35.73596,35.73596,35.73596,35.73596,35.73596,TRUE,35.73596,35.73596,35.73596,35.73596,45.79122,1108275352
09-02-2026,38:51.0,98.70793,98.70793,98.70793,98.70793,98.70793,TRUE,98.70793,98.70793,98.70793,98.70793,107.4249,1120233737
09-02-2026,48:52.0,40.79976,40.79976,40.79976,40.79976,40.79976,TRUE,40.79976,40.79976,40.79976,40.79976,50.85502,1109602759
09-02-2026,58:53.1,101.42068,101.42068,101.42068,101.42068,101.42068,TRUE,101.42068,101.42068,101.42068,101.42068,110.10148,1120589294
09-02-2026,08:54.1,47.78057,47.78057,47.78057,47.78057,47.78057,TRUE,47.78057,47.78057,47.78057,47.78057,57.79966,1111432685
09-02-2026,18:55.1,113.03125,113.03125,113.03125,113.03125,113.03125,TRUE,113.03125,113.03125,113.03125,113.03125,3.2553,1122111070
09-02-2026,28:56.1,55.59329,55.59329,55.59329,55.59329,55.59329,TRUE,55.59329,55.59329,55.59329,55.59329,65.61238,1113480686
09-02-2026,38:57.1,0.54255,0.54255,0.54255,0.54255,0.54255,TRUE,0.54255,0.54255,0.54255,0.54255,9.29569,1057678222
09-02-2026,48:58.2,60.7656,60.7656,60.7656,60.7656,60.7656,TRUE,60.7656,60.7656,60.7656,60.7656,70.71235,1114836537
09-02-2026,58:59.2,2.24254,2.24254,2.24254,2.24254,2.24254,TRUE,2.24254,2.24254,2.24254,2.24254,11.03185,1074758846
09-02-2026,09:00.2,66.51663,66.51663,66.51663,66.51663,66.51663,TRUE,66.51663,66.51663,66.51663,66.51663,76.46338,1116014478
09-02-2026,19:01.2,12.98503,12.98503,12.98503,12.98503,12.98503,TRUE,12.98503,12.98503,12.98503,12.98503,21.77434,1095745840
09-02-2026,29:02.2,75.52296,75.52296,75.52296,75.52296,75.52296,TRUE,75.52296,75.52296,75.52296,75.52296,85.43354,1117194922
09-02-2026,39:03.3,27.92324,27.92324,27.92324,27.92324,27.92324,TRUE,27.92324,27.92324,27.92324,27.92324,36.74872,1105158448
09-02-2026,49:04.3,98.12921,98.12921,98.12921,98.12921,98.12921,TRUE,98.12921,98.12921,98.12921,98.12921,108.07596,1120157886
09-02-2026,59:05.3,50.02311,50.02311,50.02311,50.02311,50.02311,TRUE,50.02311,50.02311,50.02311,50.02311,58.84859,1112020537
09-02-2026,09:06.3,5.60635,5.60635,5.60635,5.60635,5.60635,TRUE,5.60635,5.60635,5.60635,5.60635,15.5531,1085498861
09-02-2026,19:07.3,80.87612,80.87612,80.87612,80.87612,80.87612,TRUE,80.87612,80.87612,80.87612,80.87612,89.7016,1117896552
09-02-2026,29:08.4,35.22958,35.22958,35.22958,35.22958,35.22958,TRUE,35.22958,35.22958,35.22958,35.22958,45.17633,1108142611
09-02-2026,39:09.4,107.49724,107.49724,107.49724,107.49724,107.49724,TRUE,107.49724,107.49724,107.49724,107.49724,116.39506,1121385737
09-02-2026,49:10.4,59.10178,59.10178,59.10178,59.10178,59.10178,TRUE,59.10178,59.10178,59.10178,59.10178,69.01236,1114400389
09-02-2026,59:11.4,9.7659,9.7659,9.7659,9.7659,9.7659,TRUE,9.7659,9.7659,9.7659,9.7659,18.59138,1092370432
09-02-2026,09:12.4,83.15483,83.15483,83.15483,83.15483,83.15483,TRUE,83.15483,83.15483,83.15483,83.15483,93.06541,1118195219
09-02-2026,19:13.5,39.35296,39.35296,39.35296,39.35296,39.35296,TRUE,39.35296,39.35296,39.35296,39.35296,48.25078,1109223500
09-02-2026,29:14.5,111.98232,111.98232,111.98232,111.98232,111.98232,TRUE,111.98232,111.98232,111.98232,111.98232,3.32764,1121973589
09-02-2026,39:15.5,65.39536,65.39536,65.39536,65.39536,65.39536,TRUE,65.39536,65.39536,65.39536,65.39536,74.29318,1115867515
09-02-2026,49:16.5,15.84246,15.84246,15.84246,15.84246,15.84246,TRUE,15.84246,15.84246,15.84246,15.84246,25.71687,1098741988
09-02-2026,59:17.5,84.52929,84.52929,84.52929,84.52929,84.52929,TRUE,84.52929,84.52929,84.52929,84.52929,93.39094,1118375367
09-02-2026,09:18.6,40.1487,40.1487,40.1487,40.1487,40.1487,TRUE,40.1487,40.1487,40.1487,40.1487,49.98694,1109432093
09-02-2026,19:19.6,114.47805,114.47805,114.47805,114.47805,114.47805,TRUE,114.47805,114.47805,114.47805,114.47805,4.88295,1122300700
09-02-2026,29:20.6,67.60173,67.60173,67.60173,67.60173,67.60173,TRUE,67.60173,67.60173,67.60173,67.60173,77.4038,1116156701
09-02-2026,39:21.6,20.87009,20.87009,20.87009,20.87009,20.87009,TRUE,20.87009,20.87009,20.87009,20.87009,29.87642,1101460670
09-02-2026,49:22.6,91.22074,91.22074,91.22074,91.22074,91.22074,TRUE,91.22074,91.22074,91.22074,91.22074,100.98664,1119252404
09-02-2026,59:23.7,41.45082,41.45082,41.45082,41.45082,41.45082,TRUE,41.45082,41.45082,41.45082,41.45082,50.45715,1109773426
09-02-2026,09:24.7,115.0206,115.0206,115.0206,115.0206,115.0206,TRUE,115.0206,115.0206,115.0206,115.0206,6.22124,1122371812
09-02-2026,19:25.7,69.73576,69.73576,69.73576,69.73576,69.73576,TRUE,69.73576,69.73576,69.73576,69.73576,78.77826,1116436404
09-02-2026,29:26.7,22.7871,22.7871,22.7871,22.7871,22.7871,TRUE,22.7871,22.7871,22.7871,22.7871,32.51683,1102465706
09-02-2026,39:27.7,94.43987,94.43987,94.43987,94.43987,94.43987,TRUE,94.43987,94.43987,94.43987,94.43987,103.48237,1119674330
09-02-2026,49:28.8,44.52527,44.52527,44.52527,44.52527,44.52527,TRUE,44.52527,44.52527,44.52527,44.52527,54.29117,1110579352
09-02-2026,59:29.8,112.63338,112.63338,112.63338,112.63338,112.63338,TRUE,112.63338,112.63338,112.63338,112.63338,3.11062,1122058923
09-02-2026,09:30.8,67.56556,67.56556,67.56556,67.56556,67.56556,TRUE,67.56556,67.56556,67.56556,67.56556,77.33146,1116151960
09-02-2026,19:31.8,22.64242,22.64242,22.64242,22.64242,22.64242,TRUE,22.64242,22.64242,22.64242,22.64242,31.64875,1102389855
09-02-2026,29:32.8,94.15051,94.15051,94.15051,94.15051,94.15051,TRUE,94.15051,94.15051,94.15051,94.15051,103.91641,1119636404
09-02-2026,39:33.9,46.58696,46.58696,46.58696,46.58696,46.58696,TRUE,46.58696,46.58696,46.58696,46.58696,55.62946,1111119796
09-02-2026,49:34.9,115.3823,115.3823,115.3823,115.3823,115.3823,TRUE,115.3823,115.3823,115.3823,115.3823,6.61911,1122419218
09-02-2026,59:35.9,65.106,65.106,65.106,65.106,65.106,TRUE,65.106,65.106,65.106,65.106,74.11233,1115829590
09-02-2026,09:36.9,20.03818,20.03818,20.03818,20.03818,20.03818,TRUE,20.03818,20.03818,20.03818,20.03818,29.76791,1101024521
09-02-2026,19:37.9,92.92073,92.92073,92.92073,92.92073,92.92073,TRUE,92.92073,92.92073,92.92073,92.92073,101.96323,1119475219
09-02-2026,29:39.0,45.89973,45.89973,45.89973,45.89973,45.89973,TRUE,45.89973,45.89973,45.89973,45.89973,55.66563,1110939648
09-02-2026,39:40.0,115.88868,115.88868,115.88868,115.88868,115.88868,TRUE,115.88868,115.88868,115.88868,115.88868,6.40209,1122485589
09-02-2026,49:41.0,65.54004,65.54004,65.54004,65.54004,65.54004,TRUE,65.54004,65.54004,65.54004,65.54004,75.30594,1115886478
09-02-2026,59:42.0,14.86587,14.86587,14.86587,14.86587,14.86587,TRUE,14.86587,14.86587,14.86587,14.86587,23.8722,1097717988
09-02-2026,09:43.0,88.14629,88.14629,88.14629,88.14629,88.14629,TRUE,88.14629,88.14629,88.14629,88.14629,97.87602,1118844701
09-02-2026,19:44.0,42.71677,42.71677,42.71677,42.71677,42.71677,TRUE,42.71677,42.71677,42.71677,42.71677,51.75927,1110105278
09-02-2026,29:45.1,113.82699,113.82699,113.82699,113.82699,113.82699,TRUE,113.82699,113.82699,113.82699,113.82699,4.99146,1122215367
09-02-2026,39:46.1,65.17834,65.17834,65.17834,65.17834,65.17834,TRUE,65.17834,65.17834,65.17834,65.17834,74.18467,1115839071
09-02-2026,49:47.1,14.54034,14.54034,14.54034,14.54034,14.54034,TRUE,14.54034,14.54034,14.54034,14.54034,24.27007,1097376654
09-02-2026,59:48.1,82.25058,82.25058,82.25058,82.25058,82.25058,TRUE,82.25058,82.25058,82.25058,82.25058,91.29308,1118076701

10-02-2026,09:49.2,36.56787,36.56787,36.56787,36.56787,36.56787,TRUE,36.56787,36.56787,36.56787,36.56787,46.22526,1108493426
10-02-2026,19:50.2,109.19723,109.19723,109.19723,109.19723,109.19723,TRUE,109.19723,109.19723,109.19723,109.19723,118.34824,1121608553
10-02-2026,29:51.2,60.62092,60.62092,60.62092,60.62092,60.62092,TRUE,60.62092,60.62092,60.62092,60.62092,70.20597,1114798610
10-02-2026,39:52.2,9.36803,9.36803,9.36803,9.36803,9.36803,TRUE,9.36803,9.36803,9.36803,9.36803,18.4467,1091953247
10-02-2026,49:53.2,75.37828,75.37828,75.37828,75.37828,75.37828,TRUE,75.37828,75.37828,75.37828,75.37828,84.96333,1117171219
10-02-2026,59:54.2,22.35306,22.35306,22.35306,22.35306,22.35306,TRUE,22.35306,22.35306,22.35306,22.35306,31.54024,1102238151
10-02-2026,09:55.3,92.92073,92.92073,92.92073,92.92073,92.92073,TRUE,92.92073,92.92073,92.92073,92.92073,102.54195,1119470478
10-02-2026,19:56.3,44.77846,44.77846,44.77846,44.77846,44.77846,TRUE,44.77846,44.77846,44.77846,44.77846,53.92947,1110645722
10-02-2026,29:57.3,112.74189,112.74189,112.74189,112.74189,112.74189,TRUE,112.74189,112.74189,112.74189,112.74189,3.79785,1122073145
10-02-2026,39:58.8,67.81875,67.81875,67.81875,67.81875,67.81875,TRUE,67.81875,67.81875,67.81875,67.81875,85.7229,1116185145
10-02-2026,49:59.8,24.55943,24.55943,24.55943,24.55943,24.55943,TRUE,24.55943,24.55943,24.55943,24.55943,25.39134,1103394892
10-02-2026,00:00.8,80.87612,80.87612,80.87612,80.87612,80.87612,TRUE,80.87612,80.87612,80.87612,80.87612,98.81644,1117896552
10-02-2026,10:01.9,47.88908,47.88908,47.88908,47.88908,47.88908,TRUE,47.88908,47.88908,47.88908,47.88908,48.75716,1111461129
10-02-2026,20:02.9,115.0206,115.0206,115.0206,115.0206,115.0206,TRUE,115.0206,115.0206,115.0206,115.0206,14.43183,1122371812
10-02-2026,30:03.9,79.50166,79.50166,79.50166,79.50166,79.50166,TRUE,79.50166,79.50166,79.50166,79.50166,80.36974,1117716404
10-02-2026,40:04.9,25.60836,25.60836,25.60836,25.60836,25.60836,TRUE,25.60836,25.60836,25.60836,25.60836,43.54868,1103944818
10-02-2026,50:05.9,105.94193,105.94193,105.94193,105.94193,105.94193,TRUE,105.94193,105.94193,105.94193,105.94193,106.77384,1121181886
